song_title,artist,INDEX-VAL,index
"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School,0.339066,1143
Mosquito Burrito,Roger Day,0.339066,1144
Confess To Me,Disclosure,0.339747,1145
Love In Motion - feat. Mayer Hawthorne,Sebastian,0.339768,1146
Don't Stop Me Now - Remastered 2011,Queen,0.339872,1147
Save You,Wahlstedt,0.340156,1148
Let It Happen,Tame Impala,0.340166,1149
It's Strange (feat. K.Flay),Louis The Child,0.340659,1150
Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,0.340929,1151
Miracles,Insane Clown Posse,0.342016,1152
Try Everything,Shakira,0.342144,1153
Our Love,Caribou,0.342672,1154
Glad You Came,The Wanted,0.34277,1155
Priceless,for KING & COUNTRY,0.342792,1156
I'm A Martian,Brian Pumper,0.3429,1157
No Vacancy,OneRepublic,0.343413,1158
Losing You,Solange,0.344715,1159
The Gospel,Ryan Stevenson,0.345024,1160
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,0.3451,1161
Jump,Kris Kross,0.345289,1162
"Sugar, We're Goin Down",Fall Out Boy,0.345308,1163
Vente Pa' Ca,Ricky Martin,0.345423,1164
Danger and Dread,Brown Bird,0.345576,1165
All Day And All Of The Night,The Kinks,0.346028,1166
Quesadilla,WALK THE MOON,0.346028,1167
Revival,Third Day,0.346275,1168
Don't Let Go (Love),En Vogue,0.346698,1169
First Contact,Twin Moons,0.347011,1170
Turn Me Up - ViP Mix,MOTi,0.347277,1171
Check Me Out Like,Blaqstarr,0.347282,1172
Sure Thing,Miguel,0.347472,1173
Toothache,Jaykae,0.347655,1174
Heart Full of Soul,The Yardbirds,0.347776,1175
Where You Are (Reimagined),Hillsong Young & Free,0.348091,1176
The Buzz (feat. Mataya & Young Tapz),Hermitude,0.34848,1177
Danger! High Voltage (Soulchild Radio Mix),Electric Six,0.348867,1178
Apollo Throwdown (Star Slinger Remix),The Go! Team,0.34932,1179
Torn,Natalie Imbruglia,0.3496,1180
R.I.P.,Jeezy,0.3498,1181
Disco Devil,"Lee ""Scratch"" Perry",0.349928,1182
Gave Me Something,Jess Glynne,0.350455,1183
The Sound Of San Francisco - Progressive Album Mix,Global Deejays,0.351201,1184
Me Rehúso,Danny Ocean,0.351366,1185
0 To 100 / The Catch Up,Drake,0.351379,1186
No Way Back,Adonis,0.351416,1187
For Me,Gyepy,0.351468,1188
Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,0.352098,1189
My Own Worst Enemy,Lit,0.352222,1190
The Kids Were Wrong,Memoryhouse,0.352836,1191
Celeste,Ezra Vine,0.35334,1192
Star,Gary Clark Jr.,0.353367,1193
Sleeping Habits,Donguy,0.3537,1194
DLZ,TV On The Radio,0.354614,1195
New York City,Christopher Owens,0.35462,1196
What 2 Do,DEAN,0.35464,1197
Do It (High School Dropout),Tayyib Ali,0.356308,1198
Andas En Mi Cabeza,Chino & Nacho,0.35632,1199
Hey DJ,CNCO,0.3564,1200
Shut Up and Dance,WALK THE MOON,0.357782,1201
Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces,0.358045,1202
Hush,Magic City Hippies,0.358272,1203
Besándote,Piso 21,0.35838,1204
Come Save Me,Jagwar Ma,0.358576,1205
Under Mi Sensi,Barrington Levy,0.358644,1206
Froze (feat. Lil Uzi Vert & Nicki Minaj),Meek Mill,0.3591,1207
Batuque (Jeremy Sole & Atropolis Remix),Dom La Nena,0.35948,1208
She Hates Me,Puddle Of Mudd,0.359775,1209
Good Time,Owl City,0.359996,1210
Strong Enough,Kina Grannis,0.360542,1211
All I Want,Toad The Wet Sprocket,0.3606,1212
Focused - feat. Kid Cudi,Wale,0.360885,1213
Somebody Was Watching,Pops Staples,0.36099,1214
Versace,Migos,0.36163,1215
Way to be Loved,TOPS,0.362043,1216
Dorothy,Polo & Pan,0.362153,1217
Little People (Black City),Matthew Dear,0.362232,1218
Rainy Streets,Blue In Green,0.362425,1219
Close,Ryan Kinder,0.363561,1220
Two Black X's,Dylan Schneider,0.36387,1221
XO TOUR Llif3,Lil Uzi Vert,0.363888,1222
Feel This Moment,Pitbull,0.364093,1223
Search Party,Small Black,0.364105,1224
Dirt On My Boots,Jon Pardi,0.36442,1225
You're Still The One,Shania Twain,0.364762,1226
I Follow Rivers,Lykke Li,0.364791,1227
One Who Lost,DJ Dodger Stadium,0.36505,1228
We Are the People,Empire of the Sun,0.365695,1229
Something Just Like This - Don Diablo Remix,The Chainsmokers,0.36576,1230
Le Goudron (Edit),YACHT,0.366016,1231
Old Ways,Demi Lovato,0.366836,1232
Indian Food,Dumbo Gets Mad,0.366894,1233
Mary Jane (Jamie Xx - Girl Remix),Jamie xx,0.36703,1234
We Dem Boyz,Wiz Khalifa,0.367104,1235
Rock The House - Radio Edit,Afrojack,0.36777,1236
Black,Dierks Bentley,0.367965,1237
Just a Phase,Adam Craig,0.3692,1238
Neighbors,J. Cole,0.369222,1239
Lollipop,Lil Wayne,0.369288,1240
Starving,Hailee Steinfeld,0.369528,1241
Walk,Kwabs,0.369615,1242
Swingin' Party,Kindness,0.370064,1243
Let Me Love You,Mario,0.37009,1244
All Day,Kanye West,0.370215,1245
Mornin',Star Slinger,0.370823,1246
3 Wheel-ups (feat. Wiley & Giggs),Kano,0.371145,1247
Forgiven/Forgotten,Angel Olsen,0.371296,1248
Boys Life,Small Black,0.371316,1249
679 (feat. Remy Boyz),Fetty Wap,0.371418,1250
Pieces Of Me,Ashlee Simpson,0.3715,1251
Don't Love You No More (I'm Sorry),Craig David,0.37211,1252
The Weekend,Brantley Gilbert,0.37259,1253
Sexy Love,Ne-Yo,0.3732,1254
Dirt And Grime,Fathers Children,0.373325,1255
Affection,Crystal Castles,0.373744,1256
Taifa,Partial Arts,0.373752,1257
Fire,Majozi,0.374005,1258
All About Tonight - featuring Cymphonique Miller,How To Rock Cast,0.374127,1259
Defected In The House Ibiza 2013 Mixtape,Simon Dunmore,0.374514,1260
Blackout,Pegboard Nerds,0.374748,1261
The Drop,Bro Safari,0.374816,1262
Ain't No Love In The Heart Of The City - Single Version,"Bobby ""Blue"" Bland",0.375089,1263
The Cure,Lady Gaga,0.375144,1264
Love Broke Thru,tobyMac,0.376092,1265
Imma Ride,Young Thug,0.376614,1266
Lost You,Zeds Dead,0.376832,1267
Rollerskate,Matias Aguayo,0.37755,1268
Burn It To The Ground,Nickelback,0.37761,1269
Eleven 11: / 11,Rob Curly,0.378,1270
Hold On,Wilson Phillips,0.378882,1271
HUMBLE.,Kendrick Lamar,0.379195,1272
Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,0.379652,1273
The Best Crew,Tep No,0.379797,1274
Heart Break,Lady Antebellum,0.380312,1275
Double Bubble Trouble,M.I.A.,0.380432,1276
Buffalo,Toro y Moi,0.380464,1277
"Call On Me - EDWYNN X TIKAL, Spirix Remix",Starley,0.380494,1278
Hood Pass Intact,Dâm-Funk,0.380681,1279
You’re Not The One,Sky Ferreira,0.380952,1280
The River,Son Little,0.381006,1281
Losing Sleep,Chris Young,0.38155,1282
Home,Marshmello,0.381598,1283
Heaven And Hell Is On Earth,20th Century Steel Band,0.382158,1284
Whatever It Takes,Imagine Dragons,0.382264,1285
Go For Broke (feat. James Arthur),Machine Gun Kelly,0.383024,1286
And Dat (Ft. Stormzy),Bonkaz,0.383163,1287
Still Got Time,ZAYN,0.383724,1288
Avalanche,WALK THE MOON,0.383724,1289
"Bills, Bills, Bills",Destiny's Child,0.384475,1290
Gold and a Pager,The Cool Kids,0.384636,1291
Meet Virginia,Train,0.38475,1292
History,Olivia Holt,0.385269,1293
PIZZA,Oohyo,0.385506,1294
"Bold Soul Sister, Bold Soul Brother - USDEA0400901",The Black On White Affair,0.385708,1295
Step,Vampire Weekend,0.38688,1296
Sweetest Girl (Dollar Bill),Wyclef Jean,0.387024,1297
The Yes Strut,Teams vs. Star Slinger,0.38772,1298
Rill Rill,Sleigh Bells,0.387849,1299
Punch Drunk Love,Teams vs. Star Slinger,0.38793,1300
Shabba,A$AP Ferg,0.388056,1301
Fame (2007 Remastered),David Bowie,0.388104,1302
Small Town Boy,Dustin Lynch,0.388206,1303
Nobodys Fool - Ben Pearce Remix,Real Connoisseur,0.388596,1304
Cannonball,The Breeders,0.388938,1305
Chicken Soup,Skrillex,0.389279,1306
Swishas and Dosha - Main Version - Clean,UGK,0.38994,1307
Elevate,St. Lucia,0.390061,1308
TG4M,Zara Larsson,0.390195,1309
Make You Mine,Aire Atlantica,0.39114,1310
Reflektor,Arcade Fire,0.39117,1311
Tangled Up In Me,Skye Sweetnam,0.39117,1312
Catamaran,Allah-Las,0.39198,1313
Magic City,Wahlstedt,0.392126,1314
Anti Social Tendencies,The Parallax Corporation,0.39312,1315
Finally Moving,Pretty Lights,0.393225,1316
Started From the Bottom,Drake,0.39342,1317
When We Stand Together,Nickelback,0.394264,1318
Tuesday,ILoveMakonnen,0.394352,1319
Bounce It,Juicy J,0.394572,1320
Wild Window,Fool's Gold,0.395199,1321
Now,Mallary Hope,0.395304,1322
Secret Love,JoJo,0.39576,1323
Take You On,Peaches,0.397133,1324
Shabba,A$AP Ferg,0.398002,1325
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.398255,1326
Elevate - Q45 Remix,Toni Toni Lee,0.398562,1327
My Way (feat. Monty),Fetty Wap,0.398684,1328
I Got a Feeling,Shit Robot,0.399009,1329
OOOUUU,Young M.A.,0.39936,1330
8 Feet Tall,Problem,0.3996,1331
Trumpets,Jason Derulo,0.40005,1332
Mama,Jonas Blue,0.401139,1333
Sleep Without You,Brett Young,0.401947,1334
Boyfriend,Big Time Rush,0.40217,1335
Percolator (Jamie Jones Vault Mix) - mixed,Cajmere,0.402234,1336
Dancing In The Rain,Blu,0.403421,1337
I Want You - Single Version,Marvin Gaye,0.403725,1338
Girl You Know It's True,Milli Vanilli,0.404004,1339
1977,Ana Tijoux,0.405019,1340
Bailame Despacio,Xantos,0.405232,1341
Bangarang (feat. Sirah),Skrillex,0.405256,1342
The Devil Is A Lie,Rick Ross,0.406515,1343
Best Friend,Young Thug,0.406616,1344
First Time,Kygo,0.407019,1345
Bath Salts,Travis Hayes,0.407537,1346
Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones,0.407575,1347
Omen - Radio Edit,Disclosure,0.40836,1348
Celebrando,CLUBZ,0.408552,1349
Slasherr,Rustie,0.409266,1350
Nimble Girl,Hotel Eden,0.409812,1351
The Spirit Blossoms All Over the Land,Onra,0.41021,1352
So Sick,Ne-Yo,0.410313,1353
Help,Borgore,0.41109,1354
Zombie,Fela Kuti,0.411136,1355
Ferus Gallery,Allah-Las,0.41285,1356
What Ifs,Kane Brown,0.4131,1357
Just The Girl,The Click Five,0.413975,1358
Summer Night You and I,Standing Egg,0.414056,1359
Thinking of You,Lord Echo,0.414279,1360
Operator (Ring Ring) ft. Dances With White Girls,Chris Lake,0.4147,1361
Get Free (feat. Amber of Dirty Projectors),Major Lazer,0.415275,1362
Be My Baby,The Ronettes,0.415954,1363
Do You Like It? (Feat. Kool A.D),Chaz Van Queen,0.41664,1364
Work,A$AP Ferg,0.416724,1365
Sittin' Sidewayz - feat. Big Pokey Explicit,Paul Wall,0.416738,1366
Pop That,French Montana,0.417004,1367
Kush,Lil Wayne,0.417806,1368
Bloom,Grayson Reed,0.418122,1369
Fanfare,Magic City Hippies,0.418275,1370
Glad I Met You,D. Gookin,0.41832,1371
I Don't Like,Chief Keef,0.419978,1372
Gas Pedal (feat. IamSu),Sage The Gemini,0.420168,1373
Cut Your Groove,Charlie Worsham,0.420816,1374
Rockstar,Nickelback,0.421344,1375
No Fun,The Stooges,0.421648,1376
Chillax,Farruko,0.42177,1377
Video,India.Arie,0.421844,1378
You,Ejeca,0.423094,1379
Show Me the Meaning of Being Lonely,Backstreet Boys,0.423512,1380
One Of Us - Original Mix,Iron Galaxy & Sexlife,0.424128,1381
Be My Baby,Bea Miller,0.424479,1382
You're Not Good Enough,Blood Orange,0.42476,1383
From Nowhere,Dan Croll,0.42496,1384
Biscuits in the Oven,Raffi,0.425056,1385
Movin' Bass - GTA Remix,Rick Ross,0.42534,1386
Bless My Soul,Nightmares On Wax,0.425647,1387
Candyman,Cornershop,0.42579,1388
La Tromba Risin' (feat. Tasita D'Mour),Chris Lake,0.426347,1389
11-Jul,Beyoncé,0.426537,1390
Drive,Incubus,0.426852,1391
Together Again,Janet Jackson,0.42777,1392
For Free,DJ Khaled,0.427772,1393
Muzik Xpress,X-Press 2,0.4278,1394
Grown Up,Danny Brown,0.428625,1395
Leaving Babylon,Bad Brains,0.42893,1396
Nobody Else - Original Mix,Dusky,0.429065,1397
Old Church Choir,Zach Williams,0.429374,1398
MMMBop,Hanson,0.429495,1399
Never Saw The Point,Cults,0.429825,1400
Lay Up,Future,0.430004,1401
Something To Believe In,Young the Giant,0.430493,1402
Ikimiz Bir Fidaniz - Baris K Edit,Umit Aksu Orkestrasi,0.430965,1403
With You,Chris Brown,0.43099,1404
Runner,Jon and Roy,0.43129,1405
I Wanna Know,Joe,0.431375,1406
With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor),0.43146,1407
My Boo,Usher,0.431624,1408
Hercules Theme 2014,Hercules & Love Affair,0.431821,1409
Stitches,Shawn Mendes,0.43216,1410
Why Don't They Let Us Fall in Love,The Ronettes,0.43263,1411
I Knew I Loved You,Savage Garden,0.433124,1412
Bitter Rivals,Sleigh Bells,0.4332,1413
The Gaudy Side of Town,Gayngs,0.43344,1414
You & Me - Baauer Remix,Disclosure,0.43355,1415
Bon Appétit,Katy Perry,0.43362,1416
Lump,The Presidents Of The United States Of America,0.433631,1417
Return Of The Mack - C & J Street Mix,Mark Morrison,0.434005,1418
Queen's Speech 4,Lady Leshurr,0.434277,1419
Valentine,Kina Grannis,0.434448,1420
Zig Zag,Kwon Jin Ah,0.434716,1421
Fog On the Tyne,Lindisfarne,0.434805,1422
Stay,Ne-Yo,0.434868,1423
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.434896,1424
Look At Me,Geri Halliwell,0.4352,1425
Black Mags,The Cool Kids,0.435408,1426
Can We Go Up?,Paper Diamond,0.43626,1427
All On Me,Devin Dawson,0.436652,1428
Coward,Chip,0.436696,1429
L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande,0.436744,1430
Redbone,Childish Gambino,0.436884,1431
Females Welcomed (feat. Reija Lee),Trinidad James,0.437532,1432
Saturday Love,Toro y Moi,0.437742,1433
Anyone Can Fall In Love,Anita Dobson,0.438144,1434
Water Me (feat. Leon Ware),Theophilus London,0.439663,1435
MMMBop,Hanson,0.439726,1436
Obi Agye Me Dofo,Vis à Vis,0.43974,1437
Michael Jackson,Das Racist,0.440637,1438
Thiago Silva,Dave,0.440887,1439
SUBEME LA RADIO,Enrique Iglesias,0.44118,1440
Cadillac Girl,Only Real,0.44183,1441
Hazelton Trump,OB OBrien,0.442336,1442
Mystery Of Love,Mr. Fingers,0.443326,1443
We Want Some Pussy,Ezale,0.443418,1444
Can't Seem To Make You Mine,Sky Saxon & The Seeds,0.44376,1445
Swish Swish,Katy Perry,0.443916,1446
Truly Madly Deeply,Savage Garden,0.44431,1447
My Little Secret,Xscape,0.444444,1448
The Gaudy Side of Town,Gayngs,0.444565,1449
The Boss,James Brown,0.444616,1450
"There, There",Radiohead,0.445764,1451
Jenny,WALK THE MOON,0.446624,1452
Uma Thurman,Fall Out Boy,0.447314,1453
Everybody Likes Something Good,Ify Jerry Crusade,0.44764,1454
I Try,Macy Gray,0.447715,1455
High School Lover,Cayucas,0.448,1456
Mr. Jones,Counting Crows,0.448532,1457
No Scrubs,TLC,0.448772,1458
Test Me - UZ Remix,Flosstradamus & DJ Sliink,0.448875,1459
You Get What You Give,New Radicals,0.449286,1460
Aquaman,WALK THE MOON,0.44982,1461
Moving to the Left,Woods,0.449856,1462
Star Of The Show,Thomas Rhett,0.44988,1463
Two Princes,Spin Doctors,0.45069,1464
No Promises (feat. Demi Lovato),Cheat Codes,0.451269,1465
Dopeman,Vince Staples,0.451646,1466
Body Like A Back Road,Sam Hunt,0.451758,1467
Distant Land,Madlib,0.451806,1468
Agorinha,Sango,0.454545,1469
Bang That,Disclosure,0.454682,1470
Osaka Loop Line,Discovery,0.454784,1471
Half Full Glass of Wine,Tame Impala,0.455561,1472
Au Seve,Julio Bashmore,0.455661,1473
Fascism,Sam Sparro,0.455728,1474
Platoon,Jungle,0.45588,1475
Bang! Bang!,Joe Cuba,0.455906,1476
Can I Touch You...There?,Michael Bolton,0.45603,1477
I Gotta Feeling,The Black Eyed Peas,0.456456,1478
Had Ten Dollaz,Cherry Glazerr,0.456496,1479
Whatcha Gonna Do,Koopsta Knicca,0.45689,1480
Demon,Shamir,0.457024,1481
Bailame,Nacho,0.45752,1482
Do You Love Me,The Contours,0.457899,1483
GDFR (feat. Sage The Gemini & Lookas),Flo Rida,0.458586,1484
Every Freakin' - DJ Ayres remix,DJ Eleven,0.458964,1485
Gucci On The Rise,Gucci Mane,0.459472,1486
Alright,Kendrick Lamar,0.459571,1487
Computer Love,Zapp,0.459683,1488
Timber,Pitbull,0.460152,1489
Rock Creek Park,The Blackbyrds,0.462264,1490
Anything New,Bibio,0.462861,1491
Nights With You,MØ,0.463904,1492
Louie Louie,The Sonics,0.464223,1493
Bye Bye Bye,*NSYNC,0.465365,1494
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.465786,1495
World In Motion,New Order,0.466119,1496
Run the Race,Holly Starr,0.466284,1497
See Blind Through,Canyons,0.466425,1498
Ando buscando (feat. Piso 21),Carlos Baute,0.467072,1499
Oldie,Odd Future,0.467323,1500
Voodoo Ray - Danny Tenaglia Remix,A Guy Called Gerald,0.467742,1501
Stomp - Dirty,5kinAndBone5,0.468032,1502
Bizness,tUnE-yArDs,0.46816,1503
Players Anthem,UGK,0.468384,1504
Fail to Cry,Yacht Club,0.4698,1505
Semi-Charmed Life,Third Eye Blind,0.4704,1506
He's So Fine - 2000 Digital Remaster,The Chiffons,0.470678,1507
Te Quiero Pa´Mi,Don Omar,0.471059,1508
Perfect Harmony,Rags Cast,0.47144,1509
Last Kiss,Pearl Jam,0.471476,1510
Shutdown,Skepta,0.47265,1511
The Monster,Eminem,0.473172,1512
Got No Money,FIDLAR,0.473324,1513
Have Love Will Travel,The Sonics,0.473616,1514
I Would Die 4 U,Prince,0.473688,1515
Take Over Control - Radio Edit,Afrojack,0.475571,1516
Free Stress Test,Professor Murder,0.475881,1517
Don't Stop The Music,Rihanna,0.475974,1518
E.T. - feat. Kanye West,Katy Perry,0.47678,1519
Dum Dum,Baauer,0.476922,1520
The One You Say Goodnight To,Kina Grannis,0.477456,1521
Love Buzz,Shocking Blue,0.47817,1522
Night And Day,Hot Chip,0.479028,1523
Good,Better Than Ezra,0.4797,1524
Suede (feat. Anderson Paak & Knxwledge),NxWorries,0.480292,1525
Enjoy The Silence - Remastered Version Original,Depeche Mode,0.480438,1526
Alguien Robo,Sebastian Yatra,0.480525,1527
Grandad,Clive Dunn,0.4807,1528
Freak Connection - Edit,Cerrone,0.481581,1529
HLM 3,Lunatic,0.481713,1530
Hasta el Amanecer,Nicky Jam,0.481728,1531
Pu$$y Magnet (feat. Keayshawn),Roach Gigz,0.482798,1532
Don't Cha,The Pussycat Dolls,0.483,1533
Touch Me (I Want Your Body),Samantha Fox,0.483392,1534
Donme Dolap - Baris K Edit,Modern Folk Üçlüsü,0.483426,1535
Roots,Zac Brown Band,0.483516,1536
Dark Matter,Feathers,0.484288,1537
Your Love,Mick Jenkins,0.484367,1538
I Win,Lethal Bizzle,0.485056,1539
Talk,10cm,0.4853,1540
Waist Time,Diplo,0.485485,1541
I'm the One,DJ Khaled,0.485789,1542
Holding On - Jerome LOL Remix,Classixx,0.486304,1543
Monster Mash,"Bobby ""Boris"" Pickett",0.487104,1544
Magnets,Disclosure,0.488576,1545
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,0.489474,1546
Hood Pass Intact feat. MC Eiht,Dâm-Funk,0.49042,1547
Do You Want a Man - Heaven & Hell Remix,William Onyeabor,0.490842,1548
Roll To Me,Del Amitri,0.491288,1549
200 Press,James Blake,0.49141,1550
Dip,Danny Brown,0.493407,1551
Mercy,The Third Degree,0.494032,1552
Move On Me,Tom & Jame,0.494088,1553
Just a Friend 2002 - Radio Edit,Mario,0.494422,1554
Willing & Able,Disclosure,0.495075,1555
Flashing Lights,DJ Ayres,0.4964,1556
Dreams Never End - 2015 Remastered Version,New Order,0.49692,1557
Here I Come (Broader Than Broadway),Barrington Levy,0.496976,1558
Tú Sí Sabes Quererme,Natalia Lafourcade,0.497556,1559
Bam Bam,Sister Nancy,0.49818,1560
U got 2 believe,Paulo Mendonca,0.49896,1561
There's Nothing Holdin' Me Back - NOTD Remix,Shawn Mendes,0.498986,1562
Dead Wrong,Hanni El Khatib,0.499768,1563
We Out Here,Ezale,0.499776,1564
No Sleep Till Brooklyn,Beastie Boys,0.500472,1565
No More Sad Songs (feat. Machine Gun Kelly),Little Mix,0.500554,1566
I'm So Into You,SWV,0.501236,1567
Traicionera,Sebastian Yatra,0.501296,1568
Overwhelming,Jon Bellion,0.50142,1569
Issues - Alan Walker Remix,Julia Michaels,0.50173,1570
Wonky Bassline Disco Banger,Red Rack'Em,0.50204,1571
Last Friday Night (T.G.I.F.),Katy Perry,0.502326,1572
Swords,M.I.A.,0.502334,1573
Take Me As I Am,Wyclef Jean,0.50279,1574
My House,Flo Rida,0.502928,1575
Big Time Rush,Big Time Rush,0.50316,1576
Hotline Bling,Drake,0.505344,1577
Slumlord,Neon Indian,0.50715,1578
Rollin,Calvin Harris,0.507442,1579
Tighten Up - Pt. 1,Archie Bell & The Drells,0.507636,1580
Pharaohs (feat. Roses Gabor),SBTRKT,0.508005,1581
Bring It All to Me,Blaque,0.508045,1582
Starships,Nicki Minaj,0.50864,1583
Slyd,!!!,0.508794,1584
Let's Dance (Single Version) [2002 Remastered Version],David Bowie,0.508812,1585
Razor,ASTR,0.50886,1586
The Lion - Original Mix,The Partysquad,0.5094,1587
El Amante,Nicky Jam,0.509518,1588
Northern Lights,Kate Boy,0.509754,1589
"Sweet Power, Your Embrace",James Mason,0.509838,1590
The Call,Backstreet Boys,0.510204,1591
Trill Hoe,Western Tink,0.51072,1592
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.510986,1593
Dangerous,Clazziquai Project,0.511216,1594
Be Brave,The Strange Boys,0.51146,1595
Give Me The Sunshine,Leo's Sunshipp,0.511841,1596
Best Thing About,Lex Luca,0.512556,1597
Despacito - Remix,Luis Fonsi,0.51282,1598
Little Green Apple,Tumble Tots,0.512845,1599
I Need A Girl (Part One) (feat. Usher & Loon),Diddy,0.51414,1600
WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,0.514464,1601
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.514596,1602
Stripper,Fancy Fux,0.514675,1603
Where the Party At,Jagged Edge,0.514944,1604
Time of Our Lives,Pitbull,0.51552,1605
C'mon Let's Make A Pizza,We Kids Rock,0.51799,1606
Vowels = space and time,Grimes,0.518039,1607
I Want'a Do Something Freaky To You,Leon Haywood,0.518075,1608
The Fighter,Keith Urban,0.518241,1609
Heaven,Ebo Taylor,0.51832,1610
Paris Groove (Original Mix),Boston Bun,0.51908,1611
Greetings,Joni Haastrup,0.519788,1612
Bloom - Lane 8 Remix,ODESZA,0.520816,1613
The Chase,Future Islands,0.5215,1614
Cold,Stormzy,0.521916,1615
Can't Shake This Feeling,Grum,0.522,1616
Careless,Dusky,0.52206,1617
Vacaciones,Wisin,0.524188,1618
Chicken Half,Sugarman Three,0.524964,1619
Say My Name,Destiny's Child,0.526194,1620
Sé Que Te Duele,Alejandro Fernandez,0.526504,1621
Sunshine Of Your Love,Cream,0.526593,1622
"Jumpin', Jumpin'",Destiny's Child,0.526593,1623
Moving On and Getting Over,John Mayer,0.527456,1624
The Perfect Kiss,New Order,0.527681,1625
I'm In Love,Fool's Gold,0.528007,1626
Mysterious Girl,Peter Andre,0.528277,1627
International Players Anthem,Swishahouse,0.52848,1628
You Know You Like It - Bondax Remix,AlunaGeorge,0.528528,1629
I Want You,Chris Lake,0.52855,1630
Supernature - Edit,Cerrone,0.530107,1631
Night Time Melody,Rude Paper,0.531456,1632
Si Tú La Ves,Nicky Jam,0.53156,1633
Something About the Sunshine,Anna Margaret,0.531824,1634
86 Carrot Gold,Teams vs. Star Slinger,0.531927,1635
Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,0.53198,1636
Give It Away,Red Hot Chili Peppers,0.53274,1637
U Got It Bad,Usher,0.533664,1638
Stay Fly - Explicit Album Version,Three 6 Mafia,0.534264,1639
Sugah Daddy,D'Angelo,0.53448,1640
Murderer,Barrington Levy,0.535435,1641
Lean & Bounce,Duke Dumont,0.53594,1642
Look At Where We Are,Hot Chip,0.536184,1643
No Eyes (Radio Edit),Claptone,0.53661,1644
Don't Deny Your Heart,Hot Chip,0.536861,1645
Tearin' up My Heart - Radio Edit,*NSYNC,0.537824,1646
Young & Gettin' It - feat. Kirko Bangz,Meek Mill,0.537888,1647
Junk of the Heart (Happy),The Kooks,0.539372,1648
No Security,Skepta,0.539452,1649
When A Fire Starts To Burn - Midland Remix,Disclosure,0.54008,1650
Stoner,Young Thug,0.541368,1651
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.542184,1652
Lost Without U,Robin Thicke,0.5427,1653
TiK ToK,Kesha,0.542845,1654
Close to Me,Teams vs. Star Slinger,0.543742,1655
You Know I'm No Good - Ghostface UK Version,Amy Winehouse,0.543918,1656
Don't Let It Get to Your Head,Black Harmony,0.543918,1657
Unforgettable,French Montana,0.5445,1658
Stand Up - Tiger & Woods Remix,Pitchben,0.54536,1659
Reggaetón Lento (Bailemos),CNCO,0.545637,1660
Am I Wrong,Nico & Vinz,0.545925,1661
Hannah Montana,Migos,0.546006,1662
Pussy,Brazilian Girls,0.548628,1663
Popular Song,MIKA,0.548688,1664
Ole,The Funkees,0.548784,1665
Put Your Arms Around Me,Natasha Bedingfield,0.548792,1666
L'Amour Parfait,Yelle,0.549608,1667
Who Be Lovin Me (feat. ILOVEMAKONNEN),Santigold,0.549815,1668
Wop (Official Version),J. Dash,0.550088,1669
Fantasy,Mariah Carey,0.55022,1670
San Francisco,Foxygen,0.550732,1671
You Are the Right One,Sports,0.5511,1672
Collard Greens,ScHoolboy Q,0.551256,1673
Walk In The Park,Beach House,0.551448,1674
Two Of Hearts,Stacey Q,0.552096,1675
Tearin' up My Heart - Radio Edit,*NSYNC,0.55211,1676
Classic,MKTO,0.55224,1677
Saltkin,Purity Ring,0.552825,1678
Who Is He And What Is He To You,Creative Source,0.552911,1679
Cool,Gwen Stefani,0.55302,1680
Felices los 4,Maluma,0.55417,1681
Origins,Tennis,0.554302,1682
No More (Baby I'ma Do Right),3LW,0.554449,1683
"Gone, Gone",Juicy J,0.554704,1684
Escapade,Janet Jackson,0.555015,1685
Uncle ACE,Blood Orange,0.555016,1686
Reckless (With Your Love),Azari & III,0.55517,1687
Bassline Riddim,Vato Gonzalez,0.556569,1688
All My Friends,LCD Soundsystem,0.556594,1689
Jack,Breach,0.556898,1690
Jack,Breach,0.556898,1691
Escápate Conmigo,Wisin,0.557262,1692
Ride The Rhythm,On The House featuring Marshall Jefferson,0.557388,1693
Chunky - Club Mix,Format:B,0.55752,1694
Bouncin,Chief Keef,0.558279,1695
I2I,Tevin Campbell,0.558516,1696
That's What I Like - Alan Walker Remix,Bruno Mars,0.559828,1697
